Airline ID,Name,Alias,IATA/IACO,Callsign,Country
4533,Saudi Arabian Airlines,,SV,SAUDIA,Saudi Arabia
4547,Southwest Airlines,,WN,SOUTHWEST,United States
4550,Southern Winds Airlines,,A4,SOUTHERN WINDS,Argentina
4559,Swiss International Air Lines,Swiss Airlines,LX,SWISS,Switzerland
4560,Swissair,,SR,Swissair,Switzerland
4563,Swiss European Air Lines,Swiss European,SWU,EUROSWISS,Switzerland
4564,Swe Fly,,WV,FLYING SWEDE,Sweden
4573,SunExpress,,XQ,SUNEXPRESS,Turkey
4586,Syrian Arab Airlines,,RB,SYRIANAIR,Syrian Arab Republic
4589,Skywalk Airlines,,AL,SKYWAY-EX,United States
4599,Shandong Airlines,,SC,SHANDONG,China
4606,SAS Braathens,,CNO,SCANOR,Norway
4607,Spring Airlines,,9S,AIR SPRING,China
4608,Sichuan Airlines,,3U,SI CHUAN,China
4609,Shanghai Airlines,,FM,SHANGHAI AIR,China
4611,Shenzhen Airlines,,ZH,SHENZHEN AIR,China
4619,Sun D'Or,,7L,ECHO ROMEO,Israel
4620,SkyEurope,,NE,RELAX,Slovakia
4640,Sky Europe Airlines,,HSK,MATRA,Slovakia
4652,Spanair,,JK,SPANAIR,Spain
4687,Spirit Airlines,,NK,SPIRIT WINGS,United States
4691,SATENA,,9R,SATENA,Colombia
4702,Skywest Airlines,,OZW,OZWEST,Australia
4735,Santa Barbara Airlines,,S3,SANTA BARBARA,Venezuela
4737,Sky Airline,,H2,AEROSKY,Chile
4738,SkyWest,,OO,SKYWEST,United States
4739,Skyways Express,,JZ,SKY EXPRESS,Sweden
4740,Skymark Airlines,,BC,SKYMARK,Japan
4750,SilkAir,,MI,SILKAIR,Singapore
4752,Surinam Airways,,PY,SURINAM,Suriname
4776,Sterling Airlines,,NB,STERLING,Denmark
4781,Skynet Asia Airways,,6J,NEWSKY,Japan
4797,Solomon Airlines,,IE,SOLOMON,Solomon Islands
4804,Southern Airways,,SOU,SOUTHERN EXPRESS,United States
4805,Saratov Aviation Division,,6W,SARATOV AIR,Russia
4808,Sat Airlines,,HZ,SATCO,Kazakhstan
4816,South Pacific Island Airways,,SPI,SOUTH PACIFIC,United States
4822,Shuttle America,,S5,MERCURY,United States
4840,Scat Air,,DV,VLASTA,Kazakhstan
4863,TAME,,EQ,TAME,Ecuador
4867,TAM Brazilian Airlines,,JJ,TAM,Brazil
4869,TAP Portugal,TAP Air Portugal,TP,AIR PORTUGAL,Portugal
4870,Tunisair,,TU,TUNAIR,Tunisia
4889,Thai Air Cargo,,T2,THAI CARGO,Thailand
4896,Thomas Cook Airlines,,FQ,THOMAS COOK,Belgium
4897,Thomas Cook Airlines,,MT,KESTREL,United Kingdom
4933,Trigana Air Service,,TGN,TRIGANA,Indonesia
4936,Tiger Airways,,TR,GO CAT,Singapore
4937,Tiger Airways Australia,,TT,GO CAT,Australia
4940,Thai Airways International,,TG,THAI,Thailand
4946,Turk Hava Kurumu Hava Taksi Isletmesi,,THK,HUR KUS,Turkey
4947,Thai AirAsia,Thai Air Asia,FD,THAI ASIA,Thailand
4951,Turkish Airlines,,TK,TURKAIR,Turkey
4957,Tajikistan International Airlines,,TIL,TIL,Tajikistan
4965,Twin Jet,,T7,TWINJET,France
4970,Translift Airways,,TLA,TRANSLIFT,Ireland
4981,Trans Mediterranean Airlines,,TL,TANGO LIMA,Lebanon
5002,Tiara Air,,3P,TIARA,Aruba
5013,Thomsonfly,,BY,TOMSON,United Kingdom
5016,Tropic Air,,PM,TROPISER,Belize
5020,TAMPA,,QT,TAMPA,Colombia
5038,TransAsia Airways,,GE,TransAsia,Taiwan
5039,Transavia Holland,,HV,TRANSAVIA,Netherlands
5041,TACV,,VR,CABOVERDE,Portugal
5064,Transwest Air,,9T,ATHABASKA,Canada
5067,Transaero Airlines,,UN,TRANSOVIET,Russia
5083,Turkmenistan Airlines,Turkmenhovayollary,T5,TURKMENISTAN,Turkmenistan
5085,Tuninter,,UG,,Tunisia
5097,Travel Service,,QS,SKYTRAVEL,Czech Republic
5122,TUIfly Nordic,,6B,BLUESCAN,Sweden
5133,TAAG Angola Airlines,,DT,DTA,Angola
5146,Turkish Air Force,,HVK,TURKISH AIRFORCE,Turkey
5156,TAM Mercosur,,PZ,PARAGUAYA,Paraguay
5160,Trans States Airlines,,AX,WATERSKI,United States
5179,Tarom,,RO,TAROM,Romania
5187,Turan Air,,3T,TURAN,Azerbaijan
5188,TRIP Linhas A,,8R,TRIP,Brazil
5207,USA3000 Airlines,,U5,GETAWAY,United States
5209,United Airlines,,UA,UNITED,United States
5210,United Air Charters,,UAC,UNITAIR,Zimbabwe
5234,Ural Airlines,,U6,SVERDLOVSK AIR,Russia
5251,UM Airlines,,UF,UKRAINE MEDITERRANEE,Ukraine
5265,US Airways,,US,U S AIR,United States
5268,US Helicopter,,USH,US-HELI,United States
5271,UTair Aviation,,UT,UTAIR,Russia
5279,United States Air Force,,AIO,AIR CHIEF,United States
5281,Uzbekistan Airways,,HY,UZBEK,Uzbekistan
5282,Ukraine International Airlines,,PS,UKRAINE INTERNATIONAL,Ukraine
5284,US Helicopter Corporation,,UH,,United States
5297,Valuair,,VF,VALUAIR,Singapore
5301,Vasco Air,,VFC,VASCO AIR,Vietnam
5309,Vietnam Airlines,,VN,VIET NAM AIRLINES,Vietnam
5311,VIM Airlines,,NN,MOV AIR,Russia
5325,Volaris,,Y4,VOLARIS,Mexico
5326,Volga-Dnepr Airlines,,VI,VOLGA-DNEPR,Russia
5331,Virgin America,,VX,REDWOOD,United States
5333,Virgin Express,,TV,VIRGIN EXPRESS,Belgium
5335,Virgin Nigeria Airways,,VK,VIRGIN NIGERIA,Nigeria
5347,Virgin Atlantic Airways,,VS,VIRGIN,United Kingdom
5350,Viva Macau,,ZG,JACKPOT,Macao
5351,Volare Airlines,,VE,VOLA,Italy
5352,Vueling Airlines,,VY,VUELING,Spain
5353,Vladivostok Air,,XF,VLADAIR,Russia
5354,Varig Log,,LC,VELOG,Brazil
5360,Virgin Australia,,VA,VIRGIN,Australia
5368,VRG Linhas Aereas,Varig,RG,VARIG,Brazil
5373,VASP,,VP,VASP,Brazil
5383,VLM Airlines,,VG,RUBENS,Belgium
5397,Wayraper,,7W,WAYRAPER,Peru
5399,WebJet Linhas A,,WJ,WEB-BRASIL,Brazil
5401,Welcome Air,,2W,WELCOMEAIR,Austria
5411,West Coast Air,,8O,,Canada
5416,WestJet,,WS,WESTJET,Canada
5424,Western Airlines,,WA,WESTERN,United States
5439,Widerøe,,WF,WIDEROE,Norway
5447,Wind Jet,,IV,GHIBLI,Italy
5451,Wings Air,,IW,WINGS ABADI,Indonesia
5461,Wizz Air,,W6,WIZZ AIR,Hungary
5462,Wizz Air Hungary,,8Z,WIZZBUL,Bulgaria
5465,World Airways,,WO,WORLD,United States
5479,XL Airways France,,SE,STARWAY,France
5484,Xiamen Airlines,,MF,XIAMEN AIR,China
5492,Yamal Airlines,,YL,YAMAL,Russia
5496,Yemenia,,IY,YEMENI,Yemen
5501,Yuzhmashavia,,UMK,YUZMASH,Ukraine
5510,Zanair,,TAN,ZANAIR,Tanzania
5523,Zoom Airlines,,Z4,ZOOM,Canada
5533,Tyrolean Airways,,TYR,TYROLEAN,
5559,Maldivian Air Taxi,,8Q,,Maldives
5584,Sky Express,SkyExpress,XW,SKYSTORM,Russia
5651,Royal Air Cambodge,,VJ,,Cambodia
5813,Air Mandalay,,6T,Six Tango,Burma
5982,Air Busan,,BX,Air Busan,Republic of Korea
6196,Globus,,GH,,Russia
6222,Air Kazakhstan,,9Y,Kazakh,Kazakhstan
6557,Japan Air System,,JD,Air System,Japan
6855,EasyJet (DS),,DS,,Switzerland
8359,Star Peru (2I),,2I,,Peru
8461,Carnival Air Lines,,KW,Carnival Air,United States
8463,United Airways,,4H,UNITED BANGLADESH,Bangladesh
8576,Fly540,,5H,SWIFT TANGO,Kenya
8745,Transavia France,,TO,FRENCH SUN,France
8809,Island Air (WP),,WP,,United States
9082,Uni Air,,B7,Glory,Taiwan
9135,Gomelavia,,YD,,Belarus
9239,Red Wings,Avialinii 400,WZ,AIR RED,Russia
9335,TUIfly (X3),,11,,Germany
9343,Felix Airways,,FU,,Yemen
9344,Kostromskie avialinii,,K1,,Russia
9373,Greenfly,,XX,,Spain
9531,Tajik Air,,7J,,Tajikistan
9541,Air Mozambique,,TM,,Mozambique
9577,ELK Airways,,--,,Estonia
9620,Gabon Airlines,,GY,GABON AIRLINES,Gabon
9626,MCA Airlines,,MCA,CALSON,Sweden
9656,Maldivo Airlines,,ML,Maldivo,Maldives
9666,Virgin Pacific,,VH,,Fiji
9764,Zest Air,,Z2,,Philippines
9784,Yangon Airways,,HK,Hotel Kilo,Burma
9809,Eastar Jet,,ZE,Eastar,South Korea
9810,Jin Air,,LJ,Jin Air,South Korea
9811,Wataniya Airways,,KW1,,Kuwait
9818,Air Arabia Maroc,,3O,Air Arabia,Morocco
9825,Baltic Air lines,,B1,Baltic,Latvia
9828,Ciel Canadien,,YC,Ciel,Canada
9829,Canadian National Airways,,CN,CaNational,Canada
9833,Epic Holiday,Epic Holidays,FA,Epic,United States
9838,Indochina Airlines,,AXC,Airspup,Vietnam
9851,Air Comet Chile,,3I,,Chile
9859,German Air Force - FLB,,FLB,FLB,Germany
10114,Line Blue,,L8,Bluebird,Germany
10117,FlyLAL Charters,,LLC,,Lithuania
10122,Salzburg arrows,SZA,SZ,SZA,Austria
10123,Texas Wings,,TQ,TXW,United States
10128,Dennis Sky,Dennis Sky Holding,DH,DSY,Israel
10224,Zz,,ZZ,,Belgium
10226,Atifly,,A1,atifly,United States
10371,Aerolineas heredas santa maria,,SZB,,Dominican Republic
10372,Ciao Air,,99,,Italy
10642,Jc royal.britannica,,JRB,,United Kingdom
10650,Pal airlines,,5P,,Chile
10673,CanXpress,,C1,CAX,Canada
10674,Danube Wings (V5),,V5,,Slovakia
10675,Sharp Airlines,,SH,SHARP,Australia
10683,CanXplorer,,C2,,Canada
10715,Click (Mexicana),,QA,,Mexico
10735,World Experience Airline,WEA,W1,WEA,Canada
10737,ALAK,,J4,,Russia
10739,Air Choice One,,3E,,United States
10740,Tianjin Airlines,,GCR,,China
10741,China United,,KN,,China
10748,Locair,,ZQ,LOCAIR,United States
10758,Safi Airlines,,4Q,,Afghanistan
10765,SeaPort Airlines,,K5,SASQUATCH,United States
10776,Salmon Air,,S6,,United States
10798,Bobb Air Freight,,01,,Germany
10800,Star1 Airlines,,V9,,Lithuania
10845,Pelita,,6D,,Indonesia
10912,Alaska Seaplane Service,,J5,,United States
10945,Enerjet,,ENJ,ENERJET AIR,Canada
10955,MexicanaLink,,I6,LINK,Mexico
10960,Island Spirit,,IP,,Iceland
10969,TACA Peru,,T0,TACA PERU,Peru
11700,Orbest,,OBS,ORBEST,Portugal
11719,Southern Air Charter,,SOA,,Bahamas
11724,SVG Air,,SVG,Grenadines,Saint Vincent and the Grenadines
11726,Air Century,,CEY,,Dominican Republic
11731,Pan Am World Airways Dominicana,PAWA Dominicana,7Q,PAWA,Dominican Republic
11732,Primera Air,,PF,PRIMERA,Iceland
11741,Air Antilles Express,,3S,GREEN BIRD,Guadeloupe
11751,Sol Lineas Aereas,,OLS,FLIGHT SOL,Argentina
11755,Regional Paraguaya,,P7,REGIOPAR,Paraguay
11761,VIP Ecuador,,V6,,Ecuador
11762,Transportes Aereos Cielos Andinos,,NDN,ANDINOS,Peru
11763,Peruvian Airlines,,P9,,Peru
11765,EasyFly,,EFY,EASYFLY,Colombia
11767,Polar Airlines,,ЯП,,Russia
11794,Catovair,,OC,CATOVAIR,Mauritius
11795,Andalus Lineas Aereas,,ANU,Andalus,Spain
11798,Air 26,,DCD,DUCARD,Angola
11800,Mauritania Airways,,MTW,MAURITANIA AIRWAYS,Mauritania
11802,CEIBA Intercontinental,,CEL,CEIBA LINE,Equatorial Guinea
11804,Halcyonair,,7Z,CREOLE,Cape Verde
11805,Business Aviation,,4P,AFRICAN BUSINESS,Congo (Kinshasa)
11806,Compagnie Africaine d\\'Aviation,,E9,AFRICOMPANY,Congo (Kinshasa)
11808,Zambia Skyways,,K8,ZAMBIA SKIES,Zambia
11811,AlMasria Universal Airlines,,UJ,ALMASRIA,Egypt
11813,EgyptAir Express,,MSE,EGYPTAIR EXPRESS,Egypt
11814,SmartLynx Airlines,,6Y,,Latvia
11815,Air Italy Egypt,,EUD,,Egypt
11816,KoralBlue Airlines,,K7,KORAL BLUE,Egypt
11820,Wind Rose Aviation,,WRC,WIND ROSE,Ukraine
11823,Elysian Airlines,,E4,,Cameroon
11833,Sevenair,,SEN,SEVENAIR,Tunisia
11834,Hellenic Imperial Airways,,HT,IMPERIAL,Greece
11836,Amsterdam Airlines,,WD,AMSTEL,Netherlands
11838,Arik Niger,,Q9,,Niger
11839,Dana Air,,DA,DANACO,Nigeria
11840,STP Airways,,8F,SAOTOME AIRWAYS,Sao Tome and Principe
11843,Med Airways,,7Y,FLYING CARPET,Lebanon
11850,Skyjet Airlines,,UQ,SKYJET,Uganda
11855,Air Volga,,G6,GOUMRAK,Russia
11856,Transavia Denmark,,TDK,,Denmark
11857,Royal Falcon,,RL,,Jordan
11873,Euroline,,4L,GEO-LINE,Georgia
11943,Turkuaz Airlines,,TRK,TURKU,Turkey
11947,Athens Airways,,ZF,ATHENSAIR,Greece
11948,Viking Hellas,,VQ,DELPHI,Greece
11949,Norlandair,,FNA,NORLAND,Iceland
11950,Flugfelag Vestmannaeyja,,FVM,ELEGANT,Iceland
11963,Starline.kz,,DZ,ALUNK,Kazakhstan
12960,Lugansk Airlines,,L7,ENTERPRISE LUHANSK,Ukraine
12961,Gryphon Airlines,,6P,,United States
12962,Gadair European Airlines,,GP,GADAIR,Spain
12965,Spirit of Manila Airlines,,SM,MANILA SKY,Philippines
12975,Chongqing Airlines,,OQ,CHONG QING,China
12976,Grand China Air,,GDC,GRAND CHINA,China
12978,West Air China,,PN,WEST CHINA,China
12997,QatXpress,qatXpress,C3,,Qatar
13076,OneChina,OneChina,1C,,China
13088,NordStar Airlines,,Y7,,Russia
13089,Joy Air,,JR,JOY AIR,China
13105,Air India Regional,,CD,ALLIED,India
13106,MDLR Airlines,,9H,MDLR,India
13107,Jagson Airlines,,JGN,JAGSON,India
13108,Maldivian,,Q2,ISLAND AVIATION,Maldives
13130,Xpressair,,XN,,Indonesia
13178,Strategic Airlines,,VC,,Australia
13181,Fars Air Qeshm,,QFZ,FARS AIR,Iran
13187,Eastok Avia,,EAA,,Kyrgyzstan
13188,Jupiter Airlines,,JPU,JUPITERAIR,United Arab Emirates
13189,Vision Air International,,VIS,,Pakistan
13190,Al-Naser Airlines,,,,Iraq
13200,Fuji Dream Airlines,,JH,FUJI DREAM,Japan
13202,Korea Express Air,,KEA,,South Korea
13209,Eznis Airways,,EZA,EZNIS,Mongolia
13211,Pacific Flier,,PFL,KOROR,Palau
13217,Syrian Pearl Airlines,,PSB,,Syria
13218,SGA Airlines,,5E,SIAM,Thailand
13242,Air2there,,F8,,New Zealand
13254,Avianova (Russia),,AO,Nova,Russia
13303,Parmiss Airlines (IPV),,PA,IPV,Iran
13304,EuropeSky,,ES,EuropeSky,Germany
13306,BRAZIL AIR,BRAZIL AIR,GB,BRAZIL AIR,Brazil
13335,Homer Air,Homer Sky,MR,,Germany
13391,U.S. Air,,-+,,United States
13394,Jayrow,,\\',,Australia
13397,Wilderness Air,,;;,,Australia
13398,Whitaker Air,,^^,,Australia
13633,PanAm World Airways,,WQ,,United States
13690,Virginwings,,YY,,Germany
13704,KSY,Kreta Sky,KY,KSY,Greece
13732,Buquebus Líneas Aéreas,,BQ,,Uruguay
13734,SOCHI AIR,SOCHI,CQ,SLOW FROG,Russia
13757,Wizz Air Ukraine,,WU,WIZZAIR UKRAINE,Ukraine
13781,88,,47,,Cyprus
13815,LCM AIRLINES,,LQ,,Russia
13899,Cambodia Angkor Air (K6),,K6,,Cambodia
13936,Royal European Airlines,,69,,United Kingdom
13947,Tom\\'s & co airliners,Tom\\'s air,&T,T&,France
13983,Azul,Azul Linhas Aéreas Brasileiras,AD,,Brazil
14061,LSM Airlines,slowbird,PQ,slowbird,Russia
14069,Zapolyarie Airlines,Zapolyarye Airlines,PZY,,Russia
14073,Finlandian,,FN1,,Finland
14094,LionXpress,lionXpress,C4,LIX,Cameroon
14118,Genesis,,GK,,Pakistan
14388,Congo Express,,XZ,EXPRESSWAYS,Congo (Kinshasa)
14485,Fly Dubai,,FZ,,United Arab Emirates
14620,Domenican Airlines,Domenican,D1,Domenican,Dominican Republic
14679,ConneX European Airline,,2CO,ConneX,Austria
14849,Aereonautica militare,,JY,,Italy
14858,Kal Star Aviation,,KLS,,Indonesia
14881,LSM AIRLINES ,Russian. Yours Air Lines ,YZ,Moscow frog ,Russia
15814,UTair-Express,,UR,,Russia
15837,Huaxia,HUAXIA,G5,,China
15867,Zabaykalskii Airlines,Baikal Airlines,ZP,Lakeair,Russia
15887,CBM America,,XBM,AIRMAX,United States
15893,Marysya Airlines,MARYSYA AIRLINES,M4,MARSHAK AIR,Russia
15897,N1,,N1,,Peru
15930,Airlink (SAA),,4Z,,South Africa
15939,Westfalia Express VA,,WFX,,Germany
15953,JobAir,,3B,,Czech Republic
15975,Black Stallion Airways,,BZ,Stallion,United States
15984,German International Air Lines,Germanair,GM,,Germany
15985,TrasBrasil,,TB,,Brazil
15989,TransBrasil Airlines,,TH,,Brazil
15999,China SSS,Chunqiu Airlines,9C,,China
16084,AIR INDOCHINE,,IIA,,Vietnam
16100,Happy Air,,HPY,,Thailand
16101,Solar Air,,SRB,Solar Air,Thailand
16103,Air Mekong,,P8,Air Mekong,Vietnam
16110,Harbour Air (Priv),,H3,,Canada
16116,Air Hamburg (AHO),,HH,Air Hamburg,Germany
16120,ZABAIKAL AIRLINES,ZABAIKAL ,Z6,BAIKAL ,Russia
16127,TransHolding,Trans,TI,,Brazil
16130,SUR Lineas Aereas,,SZZ,,Argentina
16131,Aerolineas Africanas,,AA1,,Guinea
16133,Yeti Airways,,YT,,Nepal
16135,Yellowstone Club Private Shuttle,,Y1,YCS,United States
16136,Caucasus Airlines,,NS,,Georgia
16139,Serbian Airlines,,S1,,Serbia
16149,Windward Islands Airways,,WM,Winair,Netherlands Antilles
16150,TransHolding System,,YO,,Brazil
16151,CCML Airlines,,CB,,Colombia
16198,Small Planet Airlines,,ELC,,Lithuania
16234,Fly Brasil,Fly Brasil,F1,FBL,Brazil
16261,CB Airways UK ( Interliging Flights ),,1F,,United Kingdom
16262,Fly Colombia ( Interliging Flights ),,3F,,Colombia
16264,Trans Pas Air,,T6,,United States
16273,KMV,,МИ,Air Minvody,Russia
16323,Himalayan Airlines,Himalaya,HC,Himalayan,Nepal
16327,Indya Airline Group,Indya1,G1,Indya1,India
16329,Sunwing,,WG,sunwing,Canada
16358,Turkish Wings Domestic,,TWD,TWD,Turkey
16359,Japan Regio,,ZX,,Japan
16362,OCEAN AIR CARGO,,IXO,,India
16363,Norte Lineas Aereas,NORTE,N0,,Argentina
16364,Austral Brasil,Austral Brasil lineas aereas,W7,,Brazil
16373,PEGASUS AIRLINES-,,H9,,Turkey
16409,Nihon.jet connect,,NX1,,Kyrgyzstan
16415,Camair-co,,QC,,Cameroon
16459,Sky Regional,Air Canada Express,RS,Sky Regional,Canada
16507,LSM International ,Moskva-air,II,moose,Russia
16508,Baikotovitchestrian Airlines ,,BU,,American Samoa
16511,Luchsh Airlines ,Air luch,L4,russian sky,Russia
16556,ENTERair,,QQQ,,Poland
16585,Air Cargo Germany,,6U,Loadmaster,Germany
16615,Mongolian International Air Lines ,Mongol Air ,7M,Mongol_AIr ,Mongolia
16624,Tway Airlines,,TW,TWAY AIR,South Korea
16625,Papillon Grand Canyon Helicopters,,HI,,United States
16628,Jusur airways,,JX,,Egypt
16645,NEXT Brasil,NEXT,XB,XB,Brazil
16660,AeroWorld ,Sovet Air ,W4,sovet,Russia
16695,GNB Linhas Aereas,,GN,,Brazil
16702,Usa Sky Cargo,USky,E1,USKY,United States
16707,Hankook Airline,,HN,HNX,South Korea
16717,REDjet,,Z7,,Barbados
16720,Red Jet Andes,,PT,,Peru
16721,Red Jet Canada,,QY,,Canada
16723,Sprintair,,SRN,,Poland
16724,Red Jet Mexico,,4X,,Mexico
16725,Marusya Airways,Marusya Air,Y8,snowball,Russia
16726,Era Alaska,,7H,ERAH,United States
16728,AirRussia,RussianConector,R8,russiancloud,Russia
16735,Hankook Air US,,H1,,United States
16794,Carpatair Flight Training,,SMW,Smartwings,Romania
16796,I-Fly,,H5,RUSSIAN SKY,Russia
16826,Whitejets,,WTJ,WHITEJET,Brazil
16837,VickJet,,KT,Vickjet,France
16844,BVI Airways,,XV,,British Virgin Islands
16858,Hamburg Airways,,HAY,,Germany
16860,Salsa d\\'Haiti,,SO,SALSA,Haiti
16867,Zambezi Airlines (ZMA),,ZJ,,Zambia
16868,Kan Air,,KND,Kan Air,Thailand
16881,Air Cudlua,Air Cudlua,CUD,Cudlua,United Kingdom
16882,Polet Airlines (Priv),,YQ,,Russia
16895,Air Explore,,AXE,,Slovakia
16901,12 North,,12,12N,India
16919,Holidays Czech Airlines,,HCC,,Czech Republic
16921,Comtel Air,,COE,,Austria
16926,Mint Airways,,MIC,,Spain
16932,Orbit Airlines,Orbit,OBT,Orbit,United States
16939,Air Bucharest,,BUR,,Romania
16940,AlbaStar,,LAV,,Spain
16942,Mauritania Airlines International,,L6,,Mauritania
16956,MAT Airways,,6F,,Macedonia
16960,Asian Wings Airways,,AW,Asian Star,Burma
16963,Air Arabia Egypt,,E5,,Egypt
16967,Eagles Airlines,,EGS,EAGLES,Italy
16973,YES Airways,,YEP,,Poland
16975,Alitalia Cityliner,,CT,,Italy
16983,Direct Aero Services,,DSV,,Romania
16985,Medallion Air,,MDP,MEDALS,Romania
17022,Orchid Airlines,,OI,,Australia
17023,Asia Wings,,Y5,,Kazakhstan
17026,Georgian International Airlines,,GNN,GEO-LINE,Georgia
17027,Air Batumi,,BTM,,Georgia
17082,Skywest Australia,,XR,,Australia
17083,Nile Air,,NP,NILEBIRD,Egypt
17086,Feeder Airlines,,FDD,,Sudan
17094,Senegal Airlines,,DN,,Senegal
17095,Fly 6ix,,6I,,Sierra Leone
17099,Starbow Airlines,,S9,,Ghana
17115,Copenhagen Express,,0X,Copex,Denmark
17408,BusinessAir,,8B,,Thailand
17519,SENIC AIRLINES,,YR,,United States
17563,XOJET,,XOJ,,United States
17571,Sky Wing Pacific,,C7,,South Korea
17572,Bateleur Air,,BEU,,South Africa
17574,Air Indus,Indus Airlines Pak,PP,AIPL,Pakistan
17628,Orbit International Airlines,,OAI,OA,United States
17629,Orbit Regional Airlines,,OAR,OA,United States
17630,Orbit Atlantic Airways,,OAN,,United States
17658,Volotea,,VOO,Volotea,Spain
17675,Peach Aviation,,MM,Air Peach,Japan
17694,Helitt Líneas Aéreas,,HTH,,Spain
17695,Russia State Transport,Federal State Budget Inst,RSD,STATE AERO,Russia
17726,Malaysia Wings,,MWI,MWI,Malaysia
17750,Aviabus,,U1,,Russia
17780,Michael Airlines,Javi,DF,MJG,Puerto Rico
17786,Korongo Airlines,,ZC,KORONGO,Congo (Kinshasa)
17794,Indonesia Sky,,I5,,Indonesia
17841,Aws express,,B0,aws,United States
17859,Southjet,,76,,United States
17860,Southjet connect,,77,,United States
17862,Southjet cargo,,78,,United States
17881,Iberia Express,,I2,,Spain
17885,Interjet (ABC Aerolineas),,4O,INTERJET,Mexico
17889,AirOnix,,OG,,Ukraine
17890,Nordic Global Airlines,,NJ,Nordic Global,Finland
17891,Scoot,,TZ,,Singapore
17909,Hi Fly (5K),,5K,,Portugal
17911,China Northwest Airlines (WH),,WH,,China
17935,Zenith International Airline,Zenith,ZN,ZENITH,Thailand
17936,Orbit Airlines Azerbaijan,Orbit Azerbaijan,O1,Orbitaz,Azerbaijan
17989,Air Alps Aviation (A6),,A6,ALPAV,Austria
18076,Flying kangaroo Airline,Skippy,FKA,Skippy,Australia
18083,RusJet,,RSJ,,Russia
18118,VietJet Air,VietJet,VJC,VIETJETAIR,Vietnam
18169,Patriot Airways,,P4,,United States
18178,Vision Airlines (V2),,V2,RUBY,United States
18232,BQB Lineas Aereas,Buquebus,5Q,,Uruguay
18237,AirAsia Japan,,WAJ,WING ASIA,Japan
18239,Yellowtail,,YE,,United States
18241,Royal Airways,Royal Inc.,KG,RAW,United States
18252,FlyHigh Airlines Ireland (FH),,FH,FLYHIRELAND,Ireland
18257,Executive AirShare,,XSR,,United States
18475,Hebei Airlines,,HBH,Hebei Air,China
18476,Air KBZ,,KBZ,Air KBZ,Burma
18477,Aero VIP (2D),,2D,,Portugal
18497,Yangon Airways Ltd.,,YH,,Burma
18529,T.J. Air,,TJ,T.J. Air,United States
18543,SkyWork Airlines ,,SX,SKYFOX,Switzerland
18553,Maastricht Airlines,,W2,,Netherlands
18617,Euro Jet,,24,,Germany
18621,Ukraine Atlantic,,UAT,,Ukraine
18668,Nesma Airlines,,NMA,Nesma Airlines,Egypt
18672,East Horizon,,EHN,EAST HORIZON,Afghanistan
18676,Air Majoro,,MJP,Air Majoro,Peru
18692,Rotana Jet,,RJD,ROTANA,United Arab Emirates
18700,SOCHI AIR CHATER,Sochi Air ,Q3,russian doll,Russia
18702,Denim Air ,FlyNonstop,J7,DNM,Norway
18732,Malindo Air,,OD,Malindo,Malaysia
18781,Hermes Airlines,,HRM,HERMES,Greece
18825,Flightlink Tanzania,Flightlink,Z9,,Tanzania
18828,IzAvia,,I8,,Russia
18860,Катэкавиа,,КТК,,Russia
18863,Псковавиа,Псков Авиа,PKV,,Russia
18930,Maryland Air,Maryland,M1,Maryland Flight,United States
18944,Insel Air (7I/INC) (Priv),,7I,,Netherlands Antilles
18946,VivaColombia,,5Z,,Colombia
18952,Flybe Finland Oy,,FCM,FINNCOMM,Finland
18959,Bingo Airways,Bingo,BGY,,Poland
19007,Bluebird Airways (BZ),,BBG,,Greece
19016,Apache Air,Apache,ZM,APACHE,United States
19026,MHS Aviation GmbH,,M2,,Germany
19030,Jettor Airlines,Jettor,NR,JETHAPPY,Hong Kong
19215,Flyme (VP),,VQI,,Maldives
19225,Thai Lion Air,,SL,,Thailand
19244,Golden Myanmar Airlines,,GMR,Golden Myanmar,Burma
19276,Canaryfly,,CNF,,Spain
19280,Sunrise Airways,,KSZ,,Haiti
19287,National Air Cargo,,N8,,United States
19290,Eastern Atlantic Virtual Airlines,,13,EAVA,United States
19305,Citilink Indonesia,,QG,SUPERGREEN,Indonesia
19337,Transair,,TTZ,,Canada
19350,Comfort Express Virtual Charters Albany,,EVC,Comfort Express,United States
19351,Comfort Express Virtual Charters,,CEO,,United States
19359,FLYJET,,FYJ,Fast Jet,Poland
19361,Snowbird Airlines,,S8,,Finland
19363,Russkie Krylya,,KRY,,Russia
19367,Kharkiv Airlines,,KH,,Ukraine
19433,XAIR USA,,XA,XAIR,United States
19451,Air Costa,,LB,,India
19459,Simrik Airlines,,RMK,,Nepal
19473,XPTO,XPTO  ,XP,XPTO,Portugal
19474,Royal Flight,,DME,,Russia
19525,BBN-Airways,BlackBurn,EGH,BBN,United Kingdom
19531,Tomsk-Avia,,TKS,,Russia
19541,Malawian Airlines,,3W,,Malawi
19548,Yeti Airlines ,,NYT,,Nepal
19567,Avilu,Avilu' SA,..,,Switzerland
19582,Air Serbia,,JU,AIR SERBIA,Serbia
19599,Skyline Ulasim Ticaret A.S.,Skyline Ulasim Ticaret A.S.,KCU,Kocoglu,Turkey
19610,Air Lituanica,Air Lituanica,LT,LITUANICA,Lithuania
19619,Envoy Air,,ENY,Envoy,United States
19651,CARICOM AIRWAYS (BARBADOS) INC.,CARICOM AIRWAYS,CCB,,Barbados
